directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;area;dpto;clase;fex_c_2011
14079;1;5;21;53;5320;1;40;40; ;900000; ; ;1;03;11;11;1;2095,89491620474
14125;1;5;54;97;9700;3;60;60; ;600000; ; ;1;03;08;08;1;638,276734186296
14158;1;3;83;25;2599;1;48;0;7;980000; ; ;1;03;50;50;1;141,767111066379
14158;1;4;97;52;5224;4;48;0;7; ;800000;1;1;03;50;50;1;141,767111066379
14160;1;1;21;64;6412;1;50;50; ;2500000; ; ;1;03;11;11;1;2165,71400448087
14160;1;2;30;64;6412;1;50;50; ;2000000; ; ;1;03;11;11;1;2165,71400448087
14345;1;1;85;43;4321;4;40;0;7; ;1400000;1;1;03;50;50;1;152,457316817134
14365;1;3;50;56;5611;1;40;40; ;900000; ; ;1;03;11;11;1;1828,10697625975
14387;1;1;53;56;5611;1;50;0;7;850000; ; ;1;03;15;15;1;145,602987575245
14542;1;1;57;96;9602;4;52;0;7; ;900000;1;1;03;15;15;1;138,749526308886
14699;1;1;18;93;9319;4;48;0;7; ;1200000;1;1;03;20;20;1;227,655086494307
14716;1;1;61;01;0113;4;60;60; ; ;0;1;1;03;44;44;1;49,8777434544511
14728;1;1;21;84;8412;2;40;40; ;6000000; ; ;1;03;11;11;1;2995,81795662102
14728;1;2;00;84;8412;2;40;40; ;6000000; ; ;1;03;11;11;1;2995,81795662102
14752;1;1;00;97;9700;3;48;48; ;3000000; ; ;1;03;11;11;1;2221,21915490472
14752;1;2;00;00;0000;1;48;48; ;1700000; ; ;1;03;11;11;1;2221,21915490472
14766;1;1;41;47;4719;4;56;56; ; ;900000;1;1;03;11;11;1;1561,21917765446
14766;1;2;41;47;4719;4;56;56; ; ;900000;1;1;03;11;11;1;1561,21917765446
14773;1;1;97;52;5229;1;48;48; ;1000000; ; ;1;03;11;11;1;1469,864288315
14909;1;1;45;47;4719;1;48;48; ;900000; ; ;1;03;50;50;1;206,786918394764
14934;1;2;97;42;4210;1;60;0;6;900000; ; ;1;03;50;50;1;304,136209259832
14945;1;1;39;86;8610;1;48;48; ;1000000; ; ;1;03;50;50;1;157,599825642418
15100;1;1;54;88;8890;1;20;20; ;450000; ; ;1;03;50;50;1;219,04015449935
15104;1;1;61;01;0111;4;50;50; ; ;0;1;1;03;44;44;1;49,8777434544511
15165;1;1;58;84;8423;2;72;72; ;2000000; ; ;1;03;11;11;1;1970,20425288015
15165;1;2;30;13;1311;1;40;0;6;2000000; ; ;1;03;11;11;1;1970,20425288015
15190;1;1;77;10;1081;5;40;0;6; ;3000000;1;1;03;11;11;1;2074,05313644474
15190;1;2;40;47;4729;1;40;0;6;2000000; ; ;1;03;11;11;1;2074,05313644474
15190;1;3;55;47;4729;1;40;0;6;1200000; ; ;1;03;11;11;1;2074,05313644474
15190;1;4;11;86;8621;1;40;40; ;3100000; ; ;1;03;11;11;1;2074,05313644474
15257;1;1;51;56;5611;5;60;0;6; ;800000;1;1;03;17;17;1;137,388482379251
15257;1;3;33;46;4632;1;48;0;1;877802; ; ;1;03;17;17;1;137,388482379251
15257;1;4;13;85;8544;1;48;48; ;4000000; ; ;1;03;17;17;1;137,388482379251
15286;1;1;18;93;9311;4;48;0;6; ;1500000;1;1;03;17;17;1;167,624519632187
15286;1;2;30;62;6209;1;48;56; ;3000000; ; ;1;03;17;17;1;167,624519632187
15330;1;1;84;45;4520;4;50;0;6; ;600000;1;1;03;17;17;1;73,6883797847134
15332;1;1;98;49;4921;4;48;48; ; ;840000;1;1;03;17;17;1;158,891679180857
15351;1;1;58;92;9200;1;48;55; ;877803; ; ;1;03;17;17;1;93,5842229136767
15355;1;2;08;62;6201;1;48;48; ; ; ; ;1;03;17;17;1;177,932364986936
15398;1;3;37;75;7500;1;48;22;6;900000; ; ;1;03;17;17;1;186,894888944535
15410;1;1;45;47;4759;1;48;48; ;1010000; ; ;1;03;17;17;1;167,822754157054
15410;1;2;34;62;6201;1;40;40; ;1040000; ; ;1;03;17;17;1;167,822754157054
15418;1;1;03;15;1522;1;48;48; ;1600; ; ;1;03;17;17;1;496,186818860484
15418;1;2;79;14;1410;1;48;0;6;877; ; ;1;03;17;17;1;496,186818860484
15437;1;1;41;47;4711;4;50;40;6; ;500000;1;1;03;17;17;1;168,451601244618
15445;1;1;59;96;9609;4;3;3; ; ;96000;1;1;03;17;17;1;165,039581907087
15450;1;1;87;25;2511;1;48;48; ;1100000; ; ;1;03;17;17;1;168,315904527963
15467;1;1;53;86;8610;1;48;48; ;877802; ; ;1;03;17;17;1;157,474867794006
15467;1;2;38;82;8220;1;42;42; ;834000; ; ;1;03;17;17;1;157,474867794006
15471;1;2;11;69;6920;1;48;48; ;1000000; ; ;1;03;17;17;1;144,928405308105
15509;1;1;03;42;4210;1;60;0;3;2400000; ; ;1;03;50;50;1;208,520967112839
15539;1;1;54;97;9700;3;60;0;5;877; ; ;1;03;17;17;1;365,846397908112
15539;1;2;95;41;4111;1;72;0;5;888; ; ;1;03;17;17;1;365,846397908112
15539;1;4;95;41;4111;1;48;0;5;888; ; ;1;03;17;17;1;365,846397908112
15539;1;5;39;41;4111;1;48;0;5;888; ; ;1;03;17;17;1;365,846397908112
15561;1;2;45;47;4731;1;48;0;1;1100000; ; ;1;03;17;17;1;136,051899756705
15561;1;3;13;85;8551;4;48;48; ; ;2500000;1;1;03;17;17;1;136,051899756705
15564;1;1;45;47;4781;4;50;0;7; ;500000;1;1;03;17;17;1;109,683612141485
15564;1;2;79;95;9529;4;35;0;7; ;600000;1;1;03;17;17;1;109,683612141485
15564;1;3;38;82;8220;1;48;48; ;920000; ; ;1;03;17;17;1;109,683612141485
15574;1;1;58;80;8010;1;60;60; ; ; ; ;1;03;17;17;1;120,287082873496
15579;1;2;45;47;4792;4;16;4;6; ;200000;1;1;03;17;17;1;357,397716225046
15583;1;1;39;56;5611;5;48;30;6; ;800000;1;1;03;44;44;1;39,7056452543318
15583;1;2;77;56;5611;6;20;10;6; ; ; ;1;03;44;44;1;39,7056452543318
15583;1;3;53;56;5611;1;48;30;6;300000; ; ;1;03;44;44;1;39,7056452543318
15587;1;1;97;52;5224;4;72;72; ; ;900;1;1;03;17;17;1;403,818755973684
15614;1;1;98;10;1081;1;54;54; ;1000000; ; ;1;03;17;17;1;73,8561003714721
15616;1;1;85;43;4329;4;48;0;6; ;2000000;1;1;03;05;05;1;1080,24125021921
15616;1;3;21;53;5320;1;30;0;6;800000; ; ;1;03;05;05;1;1080,24125021921
15627;1;1;40;47;4724;1;10;0;6;600000; ; ;1;03;17;17;1;229,926597008158
15628;1;1;51;55;5511;4;72;0;7; ; ;1;1;03;17;17;1;116,20204471889
15628;1;2;39;10;1011;2;48;0;7;1100000; ; ;1;03;17;17;1;116,20204471889
15647;1;1;45;47;4781;4;50;0;7; ;450000;1;1;03;17;17;1;94,7026630645717
15667;1;1;07;86;8621;1;48;52; ;3000000; ; ;1;03;05;05;1;905,226978341616
15667;1;2;39;69;6910;1;20;0;5;450000; ; ;1;03;05;05;1;905,226978341616
15668;1;1;08;47;4792;1;45;45; ; ; ; ;1;03;05;05;1;932,245840299907
15668;1;2;02;10;1089;1;45;45; ; ; ; ;1;03;05;05;1;932,245840299907
15673;1;2;41;47;4773;4;16;2;6; ;200000;1;1;03;17;17;1;221,994652178705
15683;1;3;21;70;7020;4;48;30;6; ;500000;1;1;03;05;05;1;638,112033578352
15683;1;4;03;26;2640;5;48;0;6; ;900000;1;1;03;05;05;1;638,112033578352
15687;1;1;41;46;4631;4;48;0;6; ;4000000;1;1;03;05;05;1;932,245840299907
15687;1;2;16;74;7410;4;48;0;6; ; ;1;1;03;05;05;1;932,245840299907
15694;1;1;95;42;4290;1;48;48; ;2600000; ; ;1;03;17;17;1;154,289579150633
15694;1;2;13;85;8530;1;48;48; ;1600000; ; ;1;03;17;17;1;154,289579150633
15722;1;1;13;85;8559;1;48;48; ;2200000; ; ;1;03;17;17;1;162,476397878813
15723;1;1;53;56;5619;4;40;0;5; ;300000;1;1;03;05;05;1;911,250461508974
15730;1;2;98;49;4921;4;72;0;7; ;1000000;1;1;03;05;05;1;821,320992876555
15733;1;1;95;41;4111;4;48;48; ; ;1200000;1;1;03;17;17;1;110,801520374035
15733;1;2;55;85;8544;1;48;48; ;877802; ; ;1;03;17;17;1;110,801520374035
15739;1;1;21;61;6110;1;54;54; ;3000000; ; ;1;03;17;17;1;154,289579150633
15739;1;2;21;53;5320;1;50;50; ;1050000; ; ;1;03;17;17;1;154,289579150633
15747;1;2;53;56;5613;1;48;0;6;700000; ; ;1;03;17;17;1;148,060840210696
15747;1;4;53;56;5619;1;20;0;6;500000; ; ;1;03;17;17;1;148,060840210696
15748;1;1;21;52;5221;1;72;72; ;877802; ; ;1;03;17;17;1;144,351962144505
15749;1;1;41;47;4751;5;48;0;7; ; ;1;1;03;76;76;1;723,512577003332
15749;1;2;41;47;4751;5;48;0;7; ; ;1;1;03;76;76;1;723,512577003332
15753;1;3;45;47;4752;1;60;60; ;940000; ; ;1;03;17;17;1;138,186867665877
15753;1;4;95;41;4111;1;48;48; ;877802; ; ;1;03;17;17;1;138,186867665877
15754;1;1;53;56;5611;4;28;28; ; ;300000;1;1;03;17;17;1;191,019913712889
15773;1;1;84;45;4511;1;48;0;6;900000; ; ;1;03;17;17;1;143,917648653316
15777;1;4;62;01;0123;8;40;0;6;800; ; ;1;03;17;17;1;118,223444230336
15782;1;2;85;61;6120;1;48;35;6; ; ; ;1;03;17;17;1;163,199023484478
15788;1;1;21;74;7490;4;48;48; ; ; ;1;1;03;17;17;1;264,13295526102
15788;1;2;21;85;8553;1;48;48; ; ; ; ;1;03;17;17;1;264,13295526102
15805;1;3;34;78;7810;1;48;48; ;877802; ; ;1;03;17;17;1;116,363150442489
15806;1;1;45;47;4755;1;48;0;7; ; ; ;1;03;76;76;1;1567,776966182
15806;1;2;16;61;6190;1;40;40; ;1500000; ; ;1;03;76;76;1;1567,776966182
15830;1;2;55;81;8121;4;32;32; ; ;640000;1;1;03;17;17;1;198,217537577347
15855;1;1;03;35;3513;1;48;48; ;800000; ; ;1;03;17;17;1;190,019286294712
15874;1;1;02;84;8412;2;40;40; ;5000000; ; ;1;03;17;17;1;199,400657835526
15874;1;2;30;29;2930;1;20;20; ;4000000; ; ;1;03;17;17;1;199,400657835526
15874;1;3;15;10;1082;1;40;40; ;2200000; ; ;1;03;17;17;1;199,400657835526
15893;1;1;45;47;4792;4;54;54; ; ;700000;1;1;03;17;17;1;94,983547074338
15911;1;1;06;86;8621;4;48;0;3; ; ;1;1;03;76;76;1;812,155872546311
15911;1;2;13;85;8544;4;40;20;7; ; ;1;1;03;76;76;1;812,155872546311
15911;1;3;02;43;4321;1;48;48; ; ; ; ;1;03;76;76;1;812,155872546311
15913;1;1;41;47;4761;4;48;48; ; ; ;1;1;03;17;17;1;113,469215646967
15913;1;2;50;56;5630;1;14;14; ; ; ; ;1;03;17;17;1;113,469215646967
15922;1;3;33;64;6412;1;48;48; ; ; ; ;1;03;17;17;1;136,265288807235
15950;1;1;12;69;6910;4;48;48; ; ; ;1;1;03;17;17;1;147,866044090581
15956;1;1;98;49;4921;1;48;48; ;1100000; ; ;1;03;17;17;1;187,015480314227
15956;1;2;44;79;7911;4;8;8; ; ;300000;1;1;03;17;17;1;187,015480314227
15959;1;1;30;90;9007;1;50;50; ;1300000; ; ;1;03;17;17;1;156,850379318123
15967;1;1;58;68;6820;1;48;48; ;877803; ; ;1;03;17;17;1;41,279050659655
15979;1;2;12;69;6910;1;40;40; ;1200000; ; ;1;03;17;17;1;166,763396424457
15982;1;1;98;49;4921;4;70;0;6; ; ;1;1;03;17;17;1;163,199023484478
15986;1;1;98;38;3811;1;48;48; ;1160000; ; ;1;03;17;17;1;83,2876184195723
15990;1;1;03;43;4321;1;55;40;6; ; ; ;1;03;17;17;1;110,784150557208
15993;1;1;59;86;8621;1;55;0;3;970000; ; ;1;03;17;17;1;82,4943379965772
16000;1;2;85;45;4520;4;40;0;6; ; ;1;1;03;17;17;1;160,490762306137
16000;1;3;84;45;4542;4;36;0;6; ; ;1;1;03;17;17;1;160,490762306137
16008;1;1;99;38;3811;1;55;40;6;877803; ; ;1;03;17;17;1;83,1600917741068
16019;1;1;57;96;9602;4;60;60; ; ;900000;1;1;03;17;17;1;100,954688993421
16033;2;1;16;74;7420;4;60;60; ; ;1100000;1;1;03;17;17;1;95,9450991022109
16033;2;2;16;74;7420;6;15;127; ; ; ; ;1;03;17;17;1;95,9450991022109
16042;1;1;38;64;6424;1;48;0;6;877802; ; ;1;03;17;17;1;169,203083050325
16046;1;1;41;47;4721;4;40;40; ; ; ;1;1;03;17;17;1;82,5850235195364
16046;1;3;45;47;4721;6;20;20; ; ; ; ;1;03;17;17;1;82,5850235195364
16051;1;2;98;49;4923;4;24;24; ; ; ;1;1;03;17;17;1;124,849842493585
16051;1;3;07;86;8692;4;24;24; ; ; ;1;1;03;17;17;1;124,849842493585
16051;1;4;02;33;3312;1;40;40; ; ; ; ;1;03;17;17;1;124,849842493585
16058;1;1;21;64;6424;1;43;43; ;4000000; ; ;1;03;17;17;1;119,535581942379
16083;1;1;57;96;9602;4;30;0;6; ; ;1;1;03;20;20;1;96,9465508117527
16086;1;1;98;49;4923;4;48;0;6; ; ;1;1;03;20;20;1;87,5092814163635
16086;1;2;45;47;4792;4;20;0;6; ;200000;1;1;03;20;20;1;87,5092814163635
16102;1;1;98;49;4921;4;70;0;7; ; ;1;1;03;76;76;1;1904,52813977109
16102;1;3;45;47;4792;4;56;30;6; ; ;1;1;03;76;76;1;1904,52813977109
16102;1;4;85;43;4321;4;56;10;6; ; ;1;1;03;76;76;1;1904,52813977109
16102;1;6;21;85;8544;1;40;40; ; ; ; ;1;03;76;76;1;1904,52813977109
16102;1;8;54;97;9700;3;60;60; ; ; ; ;1;03;76;76;1;1904,52813977109
16104;2;2;45;47;4781;4;30;30; ; ;250000;1;1;03;17;17;1;175,101587570148
16106;1;1;21;82;8220;1;48;48; ;1160000; ; ;1;03;17;17;1;215,876472979974
16106;1;2;38;82;8220;1;48;48; ;1050000; ; ;1;03;17;17;1;215,876472979974
16113;1;1;95;41;4112;1;55;55; ;910000; ; ;1;03;17;17;1;226,800250293018
16113;1;2;86;56;5611;1;60;60; ;600000; ; ;1;03;17;17;1;226,800250293018
16114;1;1;98;49;4921;1;63;0;1;1200000; ; ;1;03;76;76;1;671,86595823406
16114;1;2;13;85;8530;1;35;35; ; ; ; ;1;03;76;76;1;671,86595823406
16124;1;1;58;80;8010;4;48;0;6; ; ;1;1;03;76;76;1;1540,55813156669
16124;1;2;77;56;5619;4;48;20;6; ;400000;1;1;03;76;76;1;1540,55813156669
16126;1;1;53;56;5619;4;10;10; ; ;120000;1;1;03;17;17;1;157,215632539584
16126;1;3;57;96;9602;4;30;30; ; ;150000;1;1;03;17;17;1;157,215632539584
16129;1;1;77;10;1089;5;40;14;6; ;1000000;1;1;03;17;17;1;157,889504674486
16130;1;1;38;82;8220;1;48;48; ;1000000; ; ;1;03;17;17;1;313,638687812185
16130;1;2;53;56;5611;1;24;24; ;300000; ; ;1;03;17;17;1;313,638687812185
16140;2;1;12;69;6910;4;40;30;6; ;3000000;1;1;03;17;17;1;297,537082353644
16141;1;1;13;85;8530;1;48;48; ;1300000; ; ;1;03;17;17;1;533,305919054183
16146;1;1;58;80;8010;1;60;60; ;1280000; ; ;1;03;76;76;1;1778,02794285498
16147;1;1;38;86;8699;1;54;54; ;1300000; ; ;1;03;76;76;1;1673,90901978982
16149;1;1;44;47;4754;1;48;48; ;2600000; ; ;1;03;17;17;1;150,293329759311
16149;2;1;08;62;6201;1;48;48; ;2900000; ; ;1;03;17;17;1;150,293329759311
16149;2;2;44;47;4754;1;48;48; ;2600000; ; ;1;03;17;17;1;150,293329759311
16150;1;1;33;27;2711;1;20;20; ;500000; ; ;1;03;17;17;1;531,728834289609
16160;1;1;12;69;6920;4;48;30;6; ;4000000;1;1;03;17;17;1;243,240827835518
16160;1;2;12;69;6910;4;40;30;6; ;2500000;1;1;03;17;17;1;243,240827835518
16175;1;2;13;85;8530;2;40;40; ;5400000; ; ;1;03;17;17;1;119,535581942379
16183;1;1;54;55;5590;4;40;40; ; ; ;1;1;03;17;17;1;124,556211528126
16183;1;2;95;41;4111;1;50;50; ;950000; ; ;1;03;17;17;1;124,556211528126
16209;1;3;21;84;8413;2;40;40; ;2000000; ; ;1;03;15;15;1;72,1648419515369
16236;1;1;06;86;8610;1;50;50; ;4000000; ; ;1;03;17;17;1;140,263253773303
16236;1;2;44;00;0000;4;40;40; ; ;2100000;1;1;03;17;17;1;140,263253773303
16236;1;3;41;47;4771;4;21;21; ; ; ;1;1;03;17;17;1;140,263253773303
16237;1;1;54;81;8121;4;18;0;6; ;250000;1;1;03;76;76;1;898,783595411451
16246;1;1;38;82;8220;1;40;40; ;700000; ; ;1;03;17;17;1;304,695336221226
16253;1;1;55;81;8121;4;24;0;6; ; ;1;1;03;76;76;1;1184,17716560031
16254;1;1;39;86;8621;1;48;48; ;877802; ; ;1;03;17;17;1;616,904495679854
16274;1;1;77;10;1051;1;6;6; ;120000; ; ;1;03;17;17;1;458,292849878368
16279;1;2;54;97;9700;3;55;0;7;450000; ; ;1;03;17;17;1;120,357553755457
16280;1;1;54;81;8121;4;16;0;6; ;350000;1;1;03;76;76;1;680,361185464536
16305;1;1;58;68;6820;1;54;0;3;1100000; ; ;1;03;17;17;1;80,4924594306195
16305;1;3;97;22;2229;1;48;0;3;877803; ; ;1;03;17;17;1;80,4924594306195
16318;1;1;57;96;9602;4;50;0;7; ;500000;1;1;03;17;17;1;112,301067496412
16327;1;1;98;49;4921;4;72;0;6; ;600000;1;1;03;17;17;1;105,922555175892
16327;1;2;40;46;4653;1;48;0;6;2700000; ; ;1;03;17;17;1;105,922555175892
16327;1;3;44;46;4653;1;48;0;6;1000000; ; ;1;03;17;17;1;105,922555175892
16327;1;4;84;10;1082;1;55;0;6;1050000; ; ;1;03;17;17;1;105,922555175892
16333;1;2;77;10;1089;1;60;60; ;877802; ; ;1;03;17;17;1;286,457206420119
16342;1;1;45;47;4721;1;54;0;5;600000; ; ;1;03;17;17;1;112,514903704111
16342;1;2;45;56;5619;4;40;0;5; ;250000;1;1;03;17;17;1;112,514903704111
16350;1;1;06;84;8413;2;48;40;6;3076000; ; ;1;03;17;17;1;176,670705738487
16351;1;1;86;90;9007;4;20;0;6; ;1000000;1;1;03;17;17;1;155,684638647663
16363;1;1;58;86;8621;1;60;60; ;877802; ; ;1;03;17;17;1;227,148050235197
16367;1;1;99;38;3811;1;48;48; ;877803; ; ;1;03;17;17;1;94,7779138392989
16382;1;1;98;49;4921;1;60;60; ;1500000; ; ;1;03;17;17;1;112,579229071786
16382;1;3;38;82;8220;1;48;48; ;877802; ; ;1;03;17;17;1;112,579229071786
16382;1;5;38;82;8220;1;48;48; ;877802; ; ;1;03;17;17;1;112,579229071786
16384;1;1;62;38;3811;1;48;48; ;877803; ; ;1;03;17;17;1;99,228218301349
16384;1;2;99;38;3830;4;40;0;6; ;640000;1;1;03;17;17;1;99,228218301349
16394;1;1;41;47;4724;4;40;0;6; ;600000;1;1;03;17;17;1;56,7983711462162
16394;1;2;58;80;8010;4;50;0;5; ;600000;1;1;03;17;17;1;56,7983711462162
16408;1;1;08;85;8544;1;48;48; ; ; ; ;1;03;11;11;1;8479,42822526088
16409;1;1;83;25;2599;1;54;0;3;990000; ; ;1;03;17;17;1;125,174319855834
16411;1;1;44;64;6412;1;48;48; ;1400000; ; ;1;03;17;17;1;159,137141119252
16411;1;2;84;45;4542;4;54;54; ; ;900000;1;1;03;17;17;1;159,137141119252
16412;1;1;33;47;4771;1;54;0;7;1000000; ; ;1;03;17;17;1;151,84828463401
16415;1;1;79;95;9529;4;27;0;6; ;600000;1;1;03;17;17;1;95,5533374364581
16415;1;2;59;86;8621;1;48;0;3;877803; ; ;1;03;17;17;1;95,5533374364581
16415;1;3;08;62;6201;1;48;48; ;877803; ; ;1;03;17;17;1;95,5533374364581
16416;1;1;58;84;8423;2;48;52; ;1800000; ; ;1;03;17;17;1;176,670705738487
16420;1;1;98;49;4921;1;60;0;5; ; ; ;1;03;17;17;1;91,8201704745678
16423;1;1;97;56;5611;1;48;48; ;877802; ; ;1;03;17;17;1;261,454600617502
16423;1;2;39;20;2023;1;48;48; ;877802; ; ;1;03;17;17;1;261,454600617502
16430;1;1;55;81;8121;1;40;0;5;660000; ; ;1;03;17;17;1;150,247223068653
16430;1;2;34;60;6020;1;48;0;5;877803; ; ;1;03;17;17;1;150,247223068653
16438;1;1;45;47;4781;4;40;15;6; ;500000;1;1;03;17;17;1;126,338700933463
16443;1;5;38;78;7810;1;42;42; ;780000; ; ;1;03;17;17;1;96,5968824597993
16450;1;1;95;42;4210;1;54;0;5;877803; ; ;1;03;17;17;1;107,582023748141
16451;1;3;97;28;2821;1;54;0;6; ; ; ;1;03;17;17;1;84,6683505558057
16451;1;4;38;82;8220;1;48;48; ;877803; ; ;1;03;17;17;1;84,6683505558057
16557;1;1;72;24;2410;1;48;48; ;1048000; ; ;1;03;17;17;1;215,876472979974
16557;1;2;79;14;1410;1;48;0;3;877802; ; ;1;03;17;17;1;215,876472979974
16593;1;3;90;22;2229;1;48;48; ;950000; ; ;1;03;17;17;1;246,788127318342
16658;1;1;98;49;4921;4;72;30;7; ;800000;1;1;03;17;17;1;174,613569709672
16699;1;1;13;85;8530;2;30;30; ;1800000; ; ;1;03;17;17;1;200,665717095887
16941;1;1;51;56;5611;5;54;0;6; ;500000;1;1;03;44;44;1;162,918227226828
17064;1;1;14;94;9491;1;40;40; ;1200000; ; ;1;03;27;27;1;16,2974625085872
17064;1;2;14;94;9491;1;40;40; ;1200000; ; ;1;03;27;27;1;16,2974625085872
17079;1;1;58;80;8010;1;60;60; ;1700000; ; ;1;03;27;27;1;16,2974625085872
17079;1;2;40;47;4761;1;40;10;7;700000; ; ;1;03;27;27;1;16,2974625085872
17765;1;1;54;97;9700;3;46;0;7;480000; ; ;1;03;52;52;1;117,204565380762
17765;1;2;98;49;4921;4;20;0;7; ;100000;1;1;03;52;52;1;117,204565380762
17994;1;1;98;49;4923;4;35;0;6; ;1800000;1;1;03;11;11;1;1609,26048429053
17994;1;2;45;56;5619;4;48;0;6; ;650000;1;1;03;11;11;1;1609,26048429053
17994;1;5;83;25;2511;1;48;0;5;877803; ; ;1;03;11;11;1;1609,26048429053
18805;1;2;81;31;3110;4;48;0;5; ; ;1;1;03;20;20;1;499,593205237018
18805;1;5;97;52;5224;4;30;0;6; ;500000;1;1;03;20;20;1;499,593205237018
18805;1;9;13;85;8512;1;30;0;5; ; ; ;1;03;20;20;1;499,593205237018
18805;1;10;95;41;4111;4;48;0;5; ;700000;1;1;03;20;20;1;499,593205237018
19029;1;1;95;41;4111;4;48;0;6; ;1200000;1;1;03;50;50;1;109,751431153594
19029;1;4;41;47;4781;4;60;0;5; ;600000;1;1;03;50;50;1;109,751431153594
19029;1;6;95;42;4210;1;48;0;6;1200000; ; ;1;03;50;50;1;109,751431153594
19221;1;1;95;41;4111;4;60;0;6; ;800000;1;1;03;47;47;1;236,568969873799
19932;1;1;58;84;8423;2;48;48; ;2000000; ; ;1;03;20;20;1;157,532621950668
20084;1;1;85;43;4321;4;48;0;6; ;500000;1;1;03;05;05;1;652,572088209938
20084;1;2;45;61;6120;1;48;0;6;877803; ; ;1;03;05;05;1;652,572088209938
20285;1;2;32;86;8621;1;48;48; ;1000000; ; ;1;03;76;76;1;943,131811375172
20433;1;1;33;64;6424;1;48;48; ;1500000; ; ;1;03;41;41;1;90,7646656649288
20536;1;1;03;43;4322;4;48;32;6; ;1000000;1;1;03;76;76;1;669,48321827468
5154638;1;1;79;14;1410;1;48;60; ;1500000; ; ;1;03;05;05;1;1687,91270611615
5154639;1;1;32;85;8544;2;48;48; ;2000000; ; ;1;03;05;05;1;2438,7585048417
5154639;1;2;37;53;5320;4;48;48; ; ;1900000;1;1;03;05;05;1;2438,7585048417
5154639;1;3;19;64;6412;1;48;48; ;1500000; ; ;1;03;05;05;1;2438,7585048417
5154640;1;1;62;68;6820;1;48;48; ;1100000; ; ;1;03;05;05;1;2854,6952446789
5154640;1;3;38;82;8220;1;48;48; ;900000; ; ;1;03;05;05;1;2854,6952446789
5154640;1;5;97;47;4711;1;48;48; ;900000; ; ;1;03;05;05;1;2854,6952446789
5154642;1;1;82;23;2396;4;35;35; ; ;1200000;1;1;03;05;05;1;2102,25006750351
5154642;1;2;54;88;8890;4;50;50; ; ;877000;1;1;03;05;05;1;2102,25006750351
5154644;1;1;37;65;6511;1;30;30; ;450000; ; ;1;03;05;05;1;2890,91794582755
5154645;1;1;35;46;4632;1;54;54; ;1700000; ; ;1;03;05;05;1;2580,91884717615
5154645;1;2;21;68;6820;1;50;50; ;2400000; ; ;1;03;05;05;1;2580,91884717615
5154647;1;1;79;14;1410;1;48;48; ;1002000; ; ;1;03;05;05;1;2109,50657680093
5154648;1;1;95;41;4111;4;48;48; ; ;1000000;1;1;03;05;05;1;1606,38919750226
5154648;1;3;39;94;9499;1;25;25; ;200000; ; ;1;03;05;05;1;1606,38919750226
5154655;1;1;95;41;4111;4;40;40; ; ;200000;1;1;03;05;05;1;2890,59384281733
5154655;1;2;79;14;1410;4;50;50; ; ;300000;1;1;03;05;05;1;2890,59384281733
5154657;1;1;08;62;6201;4;40;40; ; ;0;1;1;03;05;05;1;2682,79015020697
5154659;1;2;16;74;7410;4;40;40; ; ;1700000;1;1;03;05;05;1;2752,67395456869
5154661;1;1;97;21;2100;1;48;49; ;877800; ; ;1;03;05;05;1;2421,87518905605
5154662;1;1;79;14;1410;1;50;50; ;600000; ; ;1;03;05;05;1;1611,97112773104
5154664;1;1;93;45;4542;4;48;24;1; ;1200000;1;1;03;05;05;1;2586,70272640505
5154664;1;2;33;71;7110;1;48;48; ;1900000; ; ;1;03;05;05;1;2586,70272640505
5154665;1;1;12;84;8424;2;40;40; ;20000000; ; ;1;03;05;05;1;2466,41142583839
5154665;1;2;12;84;8424;2;40;40; ;4000000; ; ;1;03;05;05;1;2466,41142583839
5154666;1;1;21;23;2392;1;50;50; ;16000000; ; ;1;03;05;05;1;3119,37822211662
5154666;1;2;19;24;2429;1;48;48; ;4100000; ; ;1;03;05;05;1;3119,37822211662
5154667;1;1;80;15;1513;4;60;60; ; ;1200000;1;1;03;05;05;1;2603,23067051121
5154667;1;2;44;68;6820;1;48;48; ;2000000; ; ;1;03;05;05;1;2603,23067051121
5154668;1;1;39;79;7911;5;48;48; ; ;1800000;1;1;03;05;05;1;2365,52848510511
5154668;1;2;21;82;8220;1;48;48; ;1800000; ; ;1;03;05;05;1;2365,52848510511
5154670;1;2;33;10;1020;1;48;48; ;1200000; ; ;1;03;05;05;1;2421,87518905605
5154671;1;5;77;10;1062;1;48;48; ;3000000; ; ;1;03;05;05;1;1948,26941460858
5154671;1;6;21;22;2229;1;48;48; ;3500000; ; ;1;03;05;05;1;1948,26941460858
5154673;1;2;53;56;5611;1;77;0;3;877803; ; ;1;03;05;05;1;2889,08107636087
5154674;1;1;99;81;8121;1;48;48; ;877803; ; ;1;03;05;05;1;2202,13916365495
5154676;1;1;30;86;8621;1;48;48; ;1000000; ; ;1;03;05;05;1;2934,30172678888
5154677;1;1;13;85;8530;2;30;30; ;3000000; ; ;1;03;05;05;1;2797,8946049967
5154679;1;1;95;73;7310;5;70;70; ; ;1500000;1;1;03;05;05;1;2309,35652203272
5154681;1;1;33;42;4210;1;48;51; ;1400000; ; ;1;03;05;05;1;2146,27923354987
